,ogFile,nif,products_all,products,groups,total
0,receipt_80000.txt,16013028,"[120, 147, 163, 162, 132, 131, 95, 80, 77, 75, 67, 94, 106, 100, 98, 84, 82, 52, 65, 64, 62, 41, 40, 37, 96, 158, 151, 36, 32, 39, 24, 19, 18, 86]","[120, 147, 163, 162, 132, 131, 95, 80, 77, 75, 67, 94, 106, 100, 98, 84, 82, 52, 65, 64, 62, 41, 40, 37, 96, 158, 151, 36, 32, 39, 24, 19, 18, 86]","[15, 18, 23, 16, 11, 9, 8, 6, 13, 12, 5, 20, 4, 3, 10]",92.5
1,receipt_80001.txt,17445325,"[148, 147, 157, 83, 81, 21, 19, 18, 59, 40, 75, 94, 128, 118, 73, 69, 15, 154, 151, 3, 34]","[148, 147, 157, 83, 81, 21, 19, 18, 59, 40, 75, 94, 128, 118, 73, 69, 15, 154, 151, 3, 34]","[19, 18, 23, 9, 3, 6, 5, 8, 11, 16, 15, 7, 20, 1, 4]",93.5
2,receipt_80002.txt,10085629,"[148, 147, 162, 145, 156, 80, 38, 15, 7, 47, 108, 101, 99, 80, 18, 17, 36, 130, 86, 79, 72, 67]","[148, 147, 162, 145, 156, 80, 38, 15, 7, 47, 108, 101, 99, 18, 17, 36, 130, 86, 79, 72, 67]","[19, 18, 23, 17, 9, 5, 3, 2, 15, 12, 4, 16, 10, 7, 6]",56.5
3,receipt_80003.txt,14320125,"[148, 95, 81, 82, 80, 47, 61, 147, 162, 160, 38, 19, 18, 17, 36, 35, 34, 156, 15, 4, 3, 14, 9, 39, 33, 32, 131, 135, 134, 94]","[148, 95, 81, 82, 80, 47, 61, 147, 162, 160, 38, 19, 18, 17, 36, 35, 34, 156, 15, 4, 3, 14, 9, 39, 33, 32, 131, 135, 134, 94]","[19, 11, 9, 5, 6, 18, 23, 3, 4, 1, 2, 16, 17]",65.0
4,receipt_80004.txt,16746785,"[147, 155, 135, 81, 80, 53, 46, 45, 62, 61, 134, 57, 18, 165, 80, 37, 34, 109, 98, 59, 39, 122, 93, 96]","[147, 155, 135, 81, 80, 53, 46, 45, 62, 61, 134, 57, 18, 165, 37, 34, 109, 98, 59, 39, 122, 93, 96]","[18, 23, 17, 9, 5, 6, 3, 24, 4, 15, 12, 11]",67.2
5,receipt_80005.txt,17245892,"[147, 161, 143, 80, 53, 54, 15, 23, 19, 17, 37, 36, 131, 5, 158, 154, 8, 50, 34, 48, 42, 98, 130, 16]","[147, 161, 143, 80, 53, 54, 15, 23, 19, 17, 37, 36, 131, 5, 158, 154, 8, 50, 34, 48, 42, 98, 130, 16]","[18, 23, 17, 9, 5, 3, 4, 16, 1, 2, 12]",45.2
6,receipt_80006.txt,14564498,"[110, 125, 87, 85, 81, 80, 23, 18, 49, 47, 62, 41, 55, 147, 162, 159, 157, 155, 30, 39, 118, 12, 16, 26, 129, 73, 151, 2]","[110, 125, 87, 85, 81, 80, 23, 18, 49, 47, 62, 41, 55, 147, 162, 159, 157, 155, 30, 39, 118, 12, 16, 26, 129, 73, 151, 2]","[15, 16, 10, 9, 3, 5, 6, 18, 23, 2, 8, 20, 1]",62.6
7,receipt_80007.txt,17393357,"[80, 24, 19, 18, 94, 109, 129, 107, 106, 99, 122, 47, 33, 127, 88, 85, 147, 73, 157, 155, 151, 69, 131, 128, 32]","[80, 24, 19, 18, 94, 109, 129, 107, 106, 99, 122, 47, 33, 127, 88, 85, 147, 73, 157, 155, 151, 69, 131, 128, 32]","[9, 3, 11, 15, 16, 14, 13, 12, 5, 4, 10, 18, 8, 23, 20, 7]",110.3
8,receipt_80008.txt,16105389,"[147, 165, 164, 160, 144, 139, 154, 105, 127, 86, 85, 150, 81, 82, 27, 34, 45, 62, 61, 40, 151, 23, 18, 15, 32, 96, 126, 121, 39, 77, 3, 67]","[147, 165, 164, 160, 144, 139, 154, 105, 127, 86, 85, 150, 81, 82, 27, 34, 45, 62, 61, 40, 151, 23, 18, 15, 32, 96, 126, 121, 39, 77, 3, 67]","[18, 24, 23, 17, 13, 16, 10, 9, 20, 3, 4, 5, 6, 11, 15, 8, 1]",99.5
9,receipt_80009.txt,14591170,"[114, 95, 80, 48, 45, 44, 39, 147, 162, 161, 137, 151, 94, 93, 87, 86, 104, 113, 38, 15, 8, 1, 131, 37, 35, 85, 118, 32, 26, 149, 19]","[114, 95, 80, 48, 45, 44, 39, 147, 162, 161, 137, 151, 94, 93, 87, 86, 104, 113, 38, 15, 8, 1, 131, 37, 35, 85, 118, 32, 26, 149, 19]","[15, 11, 9, 5, 18, 23, 17, 20, 10, 12, 3, 2, 1, 16, 4, 19]",67.8
