,ogFile,nif,products_all,products,groups,total
0,receipt_710000.txt,17675362,"[87, 85, 80, 67, 27, 25, 8, 19, 18, 16, 15, 46, 96, 45, 39, 132, 131, 126, 140, 83, 82, 109]","[87, 85, 80, 67, 27, 25, 8, 19, 18, 16, 15, 46, 96, 45, 39, 132, 131, 126, 140, 83, 82, 109]","[10, 9, 6, 3, 2, 5, 11, 16, 17, 15]",46.9
1,receipt_710001.txt,12453537,"[131, 128, 95, 94, 88, 87, 126, 97, 80, 62, 79, 60, 37, 19, 32, 29, 49, 47, 121, 85, 164, 161, 159, 96, 13, 158, 83, 99, 81, 57, 156, 151, 150, 148, 44, 18]","[131, 128, 95, 94, 88, 87, 126, 97, 80, 62, 79, 60, 37, 19, 32, 29, 49, 47, 121, 85, 164, 161, 159, 96, 13, 158, 83, 99, 81, 57, 156, 151, 150, 148, 44, 18]","[16, 11, 10, 9, 6, 5, 3, 4, 15, 24, 23, 2, 12, 20, 19]",87.6
2,receipt_710002.txt,18586976,"[122, 131, 129, 102, 80, 52, 25, 12, 160, 94, 6, 19, 18, 4, 43, 41, 38]","[122, 131, 129, 102, 80, 52, 25, 12, 160, 94, 6, 19, 18, 4, 43, 41, 38]","[15, 16, 12, 9, 5, 3, 2, 23, 11, 1]",36.2
3,receipt_710003.txt,18592991,"[134, 67, 64, 62, 61, 54, 5, 162, 18, 4, 148, 34, 32, 104, 108, 156, 132, 40, 90, 85, 16, 24, 81]","[134, 67, 64, 62, 61, 54, 5, 162, 18, 4, 148, 34, 32, 104, 108, 156, 132, 40, 90, 85, 16, 24, 81]","[17, 6, 5, 1, 23, 3, 19, 4, 12, 15, 16, 11, 9]",79.3
4,receipt_710004.txt,19889705,"[92, 87, 84, 99, 81, 53, 21, 8, 18, 4, 17, 2, 115, 111, 162, 159, 48, 42, 41, 38, 34, 1, 79, 24, 158, 132, 130, 155]","[92, 87, 84, 99, 81, 53, 21, 8, 18, 4, 17, 2, 115, 111, 162, 159, 48, 42, 41, 38, 34, 1, 79, 24, 158, 132, 130, 155]","[11, 10, 9, 12, 5, 3, 2, 1, 15, 23, 4, 16]",82.7
5,receipt_710005.txt,19752005,"[147, 106, 102, 80, 7, 18, 4, 33, 32, 31, 27, 25, 121, 111, 159, 158, 73, 94, 92, 87, 85, 81, 109, 51, 39, 38, 80, 54, 154]","[147, 106, 102, 80, 7, 18, 4, 33, 32, 31, 27, 25, 121, 111, 159, 158, 73, 94, 92, 87, 85, 81, 109, 51, 39, 38, 54, 154]","[18, 13, 12, 9, 2, 3, 1, 4, 15, 23, 8, 11, 10, 5]",74.5
6,receipt_710006.txt,19752005,"[147, 142, 137, 80, 67, 53, 37, 19, 18, 16, 3, 87, 86, 84, 82, 81, 133, 79, 50, 47, 43, 162, 32, 29, 23, 110, 135, 39, 148, 157, 156]","[147, 142, 137, 80, 67, 53, 37, 19, 18, 16, 3, 87, 86, 84, 82, 81, 133, 79, 50, 47, 43, 162, 32, 29, 23, 110, 135, 39, 148, 157, 156]","[18, 17, 9, 6, 5, 3, 1, 10, 23, 4, 15, 19]",63.8
7,receipt_710007.txt,15892904,"[125, 86, 85, 84, 82, 81, 69, 97, 98, 80, 67, 65, 159, 156, 155, 37, 35, 19, 18, 16, 165, 119, 49, 47, 45, 39, 64, 34, 33, 30, 25, 36]","[125, 86, 85, 84, 82, 81, 69, 97, 98, 80, 67, 65, 159, 156, 155, 37, 35, 19, 18, 16, 165, 119, 49, 47, 45, 39, 64, 34, 33, 30, 25, 36]","[16, 10, 9, 7, 11, 12, 6, 23, 5, 4, 3, 24, 15]",89.1
8,receipt_710008.txt,18692647,"[80, 65, 18, 32, 27, 49, 47, 42, 96, 95, 159, 150, 93, 133, 131, 86, 81, 5, 16, 15, 32, 13, 126, 125, 123, 149, 79, 120, 147, 61, 68, 41]","[80, 65, 18, 32, 27, 49, 47, 42, 96, 95, 159, 150, 93, 133, 131, 86, 81, 5, 16, 15, 13, 126, 125, 123, 149, 79, 120, 147, 61, 68, 41]","[9, 6, 3, 4, 5, 11, 23, 20, 17, 16, 10, 1, 2, 15, 19, 18]",110.8
9,receipt_710009.txt,16749804,"[162, 134, 128, 82, 126, 125, 67, 73, 52, 29, 161, 117, 110, 109, 18, 51, 47, 13, 139, 43, 41, 4]","[162, 134, 128, 82, 126, 125, 67, 73, 52, 29, 161, 117, 110, 109, 18, 51, 47, 13, 139, 43, 41, 4]","[23, 17, 16, 9, 6, 8, 5, 3, 15, 2, 1]",48.8
