,ogFile,nif,products_all,products,groups,total
0,receipt_600000.txt,19933883,"[147, 122, 80, 53, 40, 39, 163, 155, 154, 8, 18, 17, 116, 16, 23, 143, 149, 87, 85, 83, 77, 136, 133]","[147, 122, 80, 53, 40, 39, 163, 155, 154, 8, 18, 17, 116, 16, 23, 143, 149, 87, 85, 83, 77, 136, 133]","[18, 15, 9, 5, 23, 2, 3, 17, 19, 10, 8]",57.7
1,receipt_600001.txt,19765859,"[147, 122, 49, 48, 164, 162, 5, 18, 17, 100, 84, 82, 161, 159, 41, 149, 33, 16]","[147, 122, 49, 48, 164, 162, 5, 18, 17, 100, 84, 82, 161, 159, 41, 149, 33, 16]","[18, 15, 5, 24, 23, 1, 3, 12, 9, 19, 4]",51.7
2,receipt_600002.txt,10272126,"[147, 101, 97, 80, 67, 52, 34, 29, 26, 25, 45, 44, 42, 40, 39, 38, 158, 75, 130, 129, 93, 99, 81, 128, 6, 18, 156, 4, 1, 36, 73]","[147, 101, 97, 80, 67, 52, 34, 29, 26, 25, 45, 44, 42, 40, 39, 38, 158, 75, 130, 129, 93, 99, 81, 128, 6, 18, 156, 4, 1, 36, 73]","[18, 12, 11, 9, 6, 5, 4, 3, 23, 8, 16, 1]",53.4
3,receipt_600003.txt,17871112,"[147, 162, 160, 134, 98, 80, 67, 62, 35, 34, 32, 30, 131, 127, 139, 61, 59, 121, 49, 47, 44, 27, 140, 87, 84, 81, 69, 111, 148, 156, 18]","[147, 162, 160, 134, 98, 80, 67, 62, 35, 34, 32, 30, 131, 127, 139, 61, 59, 121, 49, 47, 44, 27, 140, 87, 84, 81, 69, 111, 148, 156, 18]","[18, 23, 17, 12, 9, 6, 4, 3, 16, 15, 5, 10, 7, 19]",95.3
4,receipt_600004.txt,11092442,"[80, 162, 161, 143, 53, 37, 51, 41, 114, 38, 35, 18, 4, 96, 95, 132, 125, 19, 3, 24, 22, 160, 157, 155, 154, 74, 89, 87, 15]","[80, 162, 161, 143, 53, 37, 51, 41, 114, 38, 35, 18, 4, 96, 95, 132, 125, 19, 3, 24, 22, 160, 157, 155, 154, 74, 89, 87, 15]","[9, 23, 17, 5, 15, 4, 3, 1, 11, 16, 8, 10]",48.8
5,receipt_600005.txt,14961367,"[145, 122, 97, 80, 40, 39, 95, 92, 89, 88, 81, 133, 131, 69, 110, 109, 107, 32, 6, 18, 96, 123, 68, 147, 144, 155]","[145, 122, 97, 80, 40, 39, 95, 92, 89, 88, 81, 133, 131, 69, 110, 109, 107, 32, 6, 18, 96, 123, 68, 147, 144, 155]","[17, 15, 11, 9, 5, 10, 16, 7, 14, 4, 1, 3, 6, 18, 23]",126.5
6,receipt_600006.txt,14315819,"[147, 156, 150, 130, 128, 120, 118, 100, 95, 93, 88, 86, 97, 80, 37, 6, 99, 81, 127, 19, 18, 125, 33, 29, 25, 24, 60, 137, 23]","[147, 156, 150, 130, 128, 120, 118, 100, 95, 93, 88, 86, 97, 80, 37, 6, 99, 81, 127, 19, 18, 125, 33, 29, 25, 24, 60, 137, 23]","[18, 23, 20, 16, 15, 12, 11, 10, 9, 5, 1, 3, 4, 6, 17]",58.9
7,receipt_600007.txt,13153034,"[100, 94, 89, 80, 67, 6, 19, 18, 84, 49, 48, 42, 32, 23, 5, 16, 64, 41, 157, 156, 155, 129, 83, 82, 40]","[100, 94, 89, 80, 67, 6, 19, 18, 84, 49, 48, 42, 32, 23, 5, 16, 64, 41, 157, 156, 155, 129, 83, 82, 40]","[12, 11, 9, 6, 1, 3, 5, 4, 23, 16]",57.8
8,receipt_600008.txt,13117378,"[142, 147, 141, 100, 85, 97, 80, 8, 18, 4, 16, 3, 15, 47, 36, 62, 79, 61, 162, 157, 132, 128, 81, 155, 32, 23, 154, 139]","[142, 147, 141, 100, 85, 97, 80, 8, 18, 4, 16, 3, 15, 47, 36, 62, 79, 61, 162, 157, 132, 128, 81, 155, 32, 23, 154, 139]","[17, 18, 12, 9, 11, 2, 3, 1, 5, 4, 6, 23, 16]",63.4
9,receipt_600009.txt,17041496,"[147, 106, 97, 80, 37, 35, 34, 28, 25, 64, 79, 130, 159, 157, 18, 51, 49, 46, 41, 155, 104, 103, 13, 96, 4, 3, 128, 15, 61]","[147, 106, 97, 80, 37, 35, 34, 28, 25, 64, 79, 130, 159, 157, 18, 51, 49, 46, 41, 155, 104, 103, 13, 96, 4, 3, 128, 15, 61]","[18, 13, 11, 9, 5, 4, 3, 6, 16, 23, 12, 2, 1]",90.5
10,receipt_600010.txt,18183986,"[147, 145, 155, 154, 98, 80, 67, 65, 79, 76, 74, 57, 43, 118, 109, 19, 93, 40, 38, 36, 86, 132, 128, 127, 84, 68, 16, 151, 3]","[147, 145, 155, 154, 98, 80, 67, 65, 79, 76, 74, 57, 43, 118, 109, 19, 93, 40, 38, 36, 86, 132, 128, 127, 84, 68, 16, 151, 3]","[18, 17, 23, 12, 9, 6, 8, 5, 15, 3, 11, 4, 10, 16, 20, 1]",73.7
11,receipt_600011.txt,11394939,"[147, 105, 95, 94, 90, 87, 86, 84, 83, 82, 101, 80, 37, 47, 43, 41, 155, 62, 18, 4, 17, 15, 81, 26, 61, 75, 110, 133, 139, 1, 108, 73, 69, 38, 36]","[147, 105, 95, 94, 90, 87, 86, 84, 83, 82, 101, 80, 37, 47, 43, 41, 155, 62, 18, 4, 17, 15, 81, 26, 61, 75, 110, 133, 139, 1, 108, 73, 69, 38, 36]","[18, 13, 11, 10, 9, 12, 5, 23, 6, 3, 1, 8, 15, 17, 7, 4]",75.1
12,receipt_600012.txt,14117059,"[147, 102, 97, 80, 37, 47, 163, 155, 151, 95, 94, 91, 90, 44, 87, 83, 34, 33, 27, 25, 36, 13, 96, 80, 19, 18, 4, 16, 15, 62, 77, 81, 40, 73]","[147, 102, 97, 80, 37, 47, 163, 155, 151, 95, 94, 91, 90, 44, 87, 83, 34, 33, 27, 25, 36, 13, 96, 19, 18, 4, 16, 15, 62, 77, 81, 40, 73]","[18, 12, 11, 9, 5, 23, 20, 10, 4, 3, 2, 1, 6, 8]",77.8
13,receipt_600013.txt,15892904,"[147, 134, 131, 128, 98, 80, 35, 19, 158, 156, 34, 33, 27, 112, 140, 95, 41, 149, 94, 8, 18, 38, 109, 83, 154]","[147, 134, 131, 128, 98, 80, 35, 19, 158, 156, 34, 33, 27, 112, 140, 95, 41, 149, 94, 8, 18, 38, 109, 83, 154]","[18, 17, 16, 12, 9, 4, 3, 23, 15, 11, 5, 19, 2]",45.4
14,receipt_600014.txt,17099648,"[147, 95, 89, 88, 84, 99, 67, 65, 37, 46, 45, 41, 39, 38, 36, 64, 63, 18, 61, 56, 27, 25, 12, 163, 156, 15, 112, 136, 128, 127, 125, 154, 140]","[147, 95, 89, 88, 84, 99, 67, 65, 37, 46, 45, 41, 39, 38, 36, 64, 63, 18, 61, 56, 27, 25, 12, 163, 156, 15, 112, 136, 128, 127, 125, 154, 140]","[18, 11, 10, 9, 12, 6, 5, 4, 3, 2, 23, 15, 17, 16]",101.1
15,receipt_600015.txt,14991981,"[147, 137, 101, 80, 43, 162, 42, 38, 33, 132, 130, 19, 4, 95, 85, 1, 36, 156, 25, 79, 57, 83, 82, 81, 151]","[147, 137, 101, 80, 43, 162, 42, 38, 33, 132, 130, 19, 4, 95, 85, 1, 36, 156, 25, 79, 57, 83, 82, 81, 151]","[18, 17, 12, 9, 5, 23, 4, 16, 3, 1, 11, 20]",50.2
16,receipt_600016.txt,11357772,"[134, 105, 80, 64, 61, 100, 95, 75, 19, 18, 161, 158, 156, 129, 50, 4, 17, 41, 40, 39, 36, 14, 127, 84, 27, 23, 154]","[134, 105, 80, 64, 61, 100, 95, 75, 19, 18, 161, 158, 156, 129, 50, 4, 17, 41, 40, 39, 36, 14, 127, 84, 27, 23, 154]","[17, 13, 9, 6, 12, 11, 8, 3, 23, 16, 5, 1, 4, 2]",57.6
17,receipt_600017.txt,18941965,"[147, 98, 80, 65, 37, 19, 18, 104, 93, 87, 85, 84, 82, 81, 69, 64, 79, 132, 130, 161, 160, 111, 159, 157, 4, 3, 15, 154, 164]","[147, 98, 80, 65, 37, 19, 18, 104, 93, 87, 85, 84, 82, 81, 69, 64, 79, 132, 130, 161, 160, 111, 159, 157, 4, 3, 15, 154, 164]","[18, 12, 9, 6, 5, 3, 11, 10, 7, 16, 23, 15, 1, 24]",96.9
18,receipt_600018.txt,18080489,"[147, 102, 97, 80, 51, 49, 42, 40, 39, 36, 20, 7, 19, 17, 16, 15, 163, 159, 100, 158, 126, 124, 32, 25, 75, 157, 155, 95, 57, 54]","[147, 102, 97, 80, 51, 49, 42, 40, 39, 36, 20, 7, 19, 17, 16, 15, 163, 159, 100, 158, 126, 124, 32, 25, 75, 157, 155, 95, 57, 54]","[18, 12, 11, 9, 5, 4, 3, 2, 23, 16, 15, 8]",76.1
19,receipt_600019.txt,19340693,"[147, 134, 102, 66, 62, 70, 84, 83, 37, 48, 41, 40, 39, 27, 20, 18, 17, 14, 128, 127, 126, 156, 151, 125, 23]","[147, 134, 102, 66, 62, 70, 84, 83, 37, 48, 41, 40, 39, 27, 20, 18, 17, 14, 128, 127, 126, 156, 151, 125, 23]","[18, 17, 12, 6, 7, 9, 5, 3, 2, 16, 23, 20]",74.0
20,receipt_600020.txt,10847357,"[147, 137, 134, 102, 98, 35, 8, 7, 100, 95, 94, 88, 87, 86, 18, 17, 16, 15, 45, 39, 84, 81, 38, 163, 157, 129, 14, 120, 32, 29, 78]","[147, 137, 134, 102, 98, 35, 8, 7, 100, 95, 94, 88, 87, 86, 18, 17, 16, 15, 45, 39, 84, 81, 38, 163, 157, 129, 14, 120, 32, 29, 78]","[18, 17, 12, 4, 2, 11, 10, 3, 5, 9, 23, 16, 15, 8]",79.5
21,receipt_600021.txt,11268202,"[147, 161, 138, 97, 80, 33, 26, 104, 19, 5, 17, 15, 25, 157, 132, 93, 90, 129, 48, 126, 154, 36, 13, 86, 79, 84, 81, 148]","[147, 161, 138, 97, 80, 33, 26, 104, 19, 5, 17, 15, 25, 157, 132, 93, 90, 129, 48, 126, 154, 36, 13, 86, 79, 84, 81, 148]","[18, 23, 17, 11, 9, 4, 3, 12, 1, 16, 5, 2, 10, 19]",61.7
22,receipt_600022.txt,19333151,"[147, 145, 95, 87, 86, 97, 98, 80, 67, 49, 48, 43, 131, 123, 19, 163, 161, 155, 151, 18, 16, 15, 14, 33, 81, 55, 39, 38]","[147, 145, 95, 87, 86, 97, 98, 80, 67, 49, 48, 43, 131, 123, 19, 163, 161, 155, 151, 18, 16, 15, 14, 33, 81, 55, 39, 38]","[18, 17, 11, 10, 12, 9, 6, 5, 16, 15, 3, 23, 20, 2, 4]",49.4
23,receipt_600023.txt,12234440,"[116, 101, 102, 18, 4, 17, 1, 48, 47, 45, 44, 43, 40, 39, 36, 163, 87, 84, 82, 99, 81, 34, 24, 12, 161, 157, 127, 126, 154, 153, 75, 147, 150]","[116, 101, 102, 18, 4, 17, 1, 48, 47, 45, 44, 43, 40, 39, 36, 163, 87, 84, 82, 99, 81, 34, 24, 12, 161, 157, 127, 126, 154, 153, 75, 147, 150]","[15, 12, 3, 1, 5, 4, 23, 10, 9, 2, 16, 22, 8, 18, 20]",131.5
24,receipt_600024.txt,17020907,"[147, 138, 105, 94, 93, 84, 97, 80, 67, 64, 37, 46, 45, 43, 42, 41, 39, 38, 36, 160, 130, 79, 70, 35, 34, 9, 99, 81, 33, 23, 18, 15, 150]","[147, 138, 105, 94, 93, 84, 97, 80, 67, 64, 37, 46, 45, 43, 42, 41, 39, 38, 36, 160, 130, 79, 70, 35, 34, 9, 99, 81, 33, 23, 18, 15, 150]","[18, 17, 13, 11, 9, 6, 5, 4, 23, 16, 7, 2, 12, 3, 20]",75.8
25,receipt_600025.txt,14548585,"[147, 133, 122, 129, 96, 162, 161, 159, 157, 106, 97, 98, 80, 51, 49, 45, 44, 36, 93, 92, 81, 33, 26, 24, 62, 61, 156, 155, 153, 22, 15, 76, 70, 108, 150, 148]","[147, 133, 122, 129, 96, 162, 161, 159, 157, 106, 97, 98, 80, 51, 49, 45, 44, 36, 93, 92, 81, 33, 26, 24, 62, 61, 156, 155, 153, 22, 15, 76, 70, 108, 150, 148]","[18, 17, 15, 16, 11, 23, 13, 12, 9, 5, 4, 3, 6, 22, 8, 7, 20, 19]",136.9
26,receipt_600026.txt,11263109,"[147, 145, 101, 37, 19, 5, 18, 17, 119, 109, 26, 25, 24, 159, 89, 127, 124, 42, 41, 39, 62, 61, 72, 12, 88, 148]","[147, 145, 101, 37, 19, 5, 18, 17, 119, 109, 26, 25, 24, 159, 89, 127, 124, 42, 41, 39, 62, 61, 72, 12, 88, 148]","[18, 17, 12, 5, 3, 1, 15, 23, 11, 16, 6, 7, 2, 10, 19]",75.1
27,receipt_600027.txt,11310237,"[142, 147, 96, 94, 87, 98, 65, 52, 11, 6, 19, 5, 48, 44, 40, 127, 125, 25, 61, 18, 86, 84, 83, 39, 108, 107, 163, 154, 4, 150, 148, 81]","[142, 147, 96, 94, 87, 98, 65, 52, 11, 6, 19, 5, 48, 44, 40, 127, 125, 25, 61, 18, 86, 84, 83, 39, 108, 107, 163, 154, 4, 150, 148, 81]","[17, 18, 11, 10, 12, 6, 5, 2, 1, 3, 16, 9, 15, 14, 23, 20, 19]",118.8
28,receipt_600028.txt,14722440,"[147, 147, 80, 65, 19, 18, 161, 159, 47, 44, 38, 104, 90, 81, 130, 150, 127, 125, 123, 34, 29, 79, 146, 27, 58]","[147, 80, 65, 19, 18, 161, 159, 47, 44, 38, 104, 90, 81, 130, 150, 127, 125, 123, 34, 29, 79, 146, 27, 58]","[18, 9, 6, 3, 23, 5, 12, 11, 16, 20, 15, 4, 17]",1097.9
29,receipt_600029.txt,13990526,"[122, 105, 90, 87, 84, 102, 80, 37, 8, 19, 18, 4, 17, 15, 136, 130, 128, 126, 29, 77, 59, 57, 148, 151, 51, 39, 38]","[122, 105, 90, 87, 84, 102, 80, 37, 8, 19, 18, 4, 17, 15, 136, 130, 128, 126, 29, 77, 59, 57, 148, 151, 51, 39, 38]","[15, 13, 11, 10, 9, 12, 5, 2, 3, 1, 17, 16, 8, 6, 19, 20]",81.1
30,receipt_600030.txt,10889921,"[147, 105, 80, 50, 49, 48, 44, 159, 77, 74, 32, 94, 88, 87, 85, 83, 82, 121, 19, 18, 13, 131, 130, 128, 38, 156, 125]","[147, 105, 80, 50, 49, 48, 44, 159, 77, 74, 32, 94, 88, 87, 85, 83, 82, 121, 19, 18, 13, 131, 130, 128, 38, 156, 125]","[18, 13, 9, 5, 23, 8, 4, 11, 10, 15, 3, 2, 16]",58.9
31,receipt_600031.txt,10087369,"[147, 147, 137, 138, 105, 73, 52, 34, 33, 32, 31, 30, 100, 90, 87, 85, 83, 119, 109, 149, 148, 51, 49, 39, 159, 82, 81, 131, 24, 19, 18, 54]","[147, 137, 138, 105, 73, 52, 34, 33, 32, 31, 30, 100, 90, 87, 85, 83, 119, 109, 149, 148, 51, 49, 39, 159, 82, 81, 131, 24, 19, 18, 54]","[18, 17, 13, 8, 5, 4, 3, 12, 11, 10, 9, 15, 19, 23, 16]",88.8
32,receipt_600032.txt,13849736,"[147, 137, 97, 80, 67, 65, 53, 37, 46, 42, 110, 19, 95, 94, 126, 124, 18, 17, 33, 29, 23, 163, 93, 81, 123, 155, 149, 74, 69]","[147, 137, 97, 80, 67, 65, 53, 37, 46, 42, 110, 19, 95, 94, 126, 124, 18, 17, 33, 29, 23, 163, 93, 81, 123, 155, 149, 74, 69]","[18, 17, 11, 9, 6, 5, 15, 3, 16, 4, 23, 19, 8, 7]",64.1
33,receipt_600033.txt,16749804,"[147, 80, 53, 37, 48, 46, 130, 104, 93, 89, 87, 86, 82, 127, 108, 103, 163, 162, 160, 70, 26, 8, 7, 156, 38, 16, 81]","[147, 80, 53, 37, 48, 46, 130, 104, 93, 89, 87, 86, 82, 127, 108, 103, 163, 162, 160, 70, 26, 8, 7, 156, 38, 16, 81]","[18, 9, 5, 16, 12, 11, 10, 15, 23, 7, 3, 2]",45.2
34,receipt_600034.txt,10272126,"[147, 104, 100, 87, 81, 101, 80, 67, 11, 79, 70, 48, 47, 44, 7, 18, 2, 128, 25, 22, 147, 69, 164, 53, 38, 162, 111]","[147, 104, 100, 87, 81, 101, 80, 67, 11, 79, 70, 48, 47, 44, 7, 18, 2, 128, 25, 22, 69, 164, 53, 38, 162, 111]","[18, 12, 10, 9, 6, 2, 7, 5, 3, 1, 16, 24, 23, 15]",80.6
35,receipt_600035.txt,13859021,"[98, 80, 64, 132, 131, 94, 89, 84, 162, 157, 156, 37, 48, 44, 119, 82, 81, 148, 34, 27, 25, 8, 61, 76, 57, 109, 43, 24, 129]","[98, 80, 64, 132, 131, 94, 89, 84, 162, 157, 156, 37, 48, 44, 119, 82, 81, 148, 34, 27, 25, 8, 61, 76, 57, 109, 43, 24, 129]","[12, 9, 6, 16, 11, 23, 5, 15, 19, 4, 3, 2, 8]",66.1
36,receipt_600036.txt,18232226,"[147, 101, 98, 80, 65, 35, 32, 30, 24, 48, 46, 41, 39, 36, 19, 18, 4, 160, 157, 17, 15, 79, 60, 10, 156, 150, 81, 132, 23]","[147, 101, 98, 80, 65, 35, 32, 30, 24, 48, 46, 41, 39, 36, 19, 18, 4, 160, 157, 17, 15, 79, 60, 10, 156, 150, 81, 132, 23]","[18, 12, 9, 6, 4, 3, 5, 1, 23, 2, 20, 16]",73.4
37,receipt_600037.txt,11357772,"[147, 80, 37, 7, 6, 19, 18, 17, 16, 80, 62, 73, 159, 157, 150, 88, 86, 85, 84, 83, 81, 15, 10, 149, 39, 36, 120, 127, 126]","[147, 80, 37, 7, 6, 19, 18, 17, 16, 62, 73, 159, 157, 150, 88, 86, 85, 84, 83, 81, 15, 10, 149, 39, 36, 120, 127, 126]","[18, 9, 5, 2, 1, 3, 6, 8, 23, 20, 10, 19, 4, 15, 16]",66.4
