,ogFile,nif,products_all,products,groups,total
0,receipt_90000.txt,15571327,"[95, 84, 81, 80, 147, 156, 155, 134, 36, 111, 124, 128, 97, 15, 129, 38, 18, 16, 34, 32, 47, 44, 59, 41, 96, 13, 11, 79, 70, 131, 67, 39]","[95, 84, 81, 80, 147, 156, 155, 134, 36, 111, 124, 128, 97, 15, 129, 38, 18, 16, 34, 32, 47, 44, 59, 41, 96, 13, 11, 79, 70, 131, 67, 39]","[11, 9, 18, 23, 17, 4, 15, 16, 3, 5, 6, 2, 7]",89.4
1,receipt_90001.txt,11950163,"[111, 94, 129, 84, 81, 80, 27, 18, 106, 104, 100, 160, 156, 154, 4, 93, 67, 50, 41, 39, 99, 97, 88, 85, 33]","[111, 94, 129, 84, 81, 80, 27, 18, 106, 104, 100, 160, 156, 154, 4, 93, 67, 50, 41, 39, 99, 97, 88, 85, 33]","[15, 11, 16, 9, 3, 13, 12, 23, 1, 6, 5, 10, 4]",37.7
2,receipt_90002.txt,10719047,"[119, 84, 82, 80, 15, 4, 108, 101, 88, 86, 8, 147, 159, 19, 100, 52, 65, 45, 43, 42, 41, 35, 18, 154, 122, 96, 127, 85]","[119, 84, 82, 80, 15, 4, 108, 101, 88, 86, 8, 147, 159, 19, 100, 52, 65, 45, 43, 42, 41, 35, 18, 154, 122, 96, 127, 85]","[15, 9, 3, 1, 12, 10, 2, 18, 23, 5, 6, 4, 11, 16]",56.6
3,receipt_90003.txt,17380581,"[148, 147, 158, 157, 138, 95, 90, 84, 38, 27, 15, 23, 100, 99, 20, 36, 150, 52, 40, 39, 5, 19, 35, 30, 4, 18, 154, 128, 17, 98, 126]","[148, 147, 158, 157, 138, 95, 90, 84, 38, 27, 15, 23, 100, 99, 20, 36, 150, 52, 40, 39, 5, 19, 35, 30, 4, 18, 154, 128, 17, 98, 126]","[19, 18, 23, 17, 11, 9, 5, 3, 12, 4, 20, 1, 16]",79.7
4,receipt_90004.txt,12923466,"[115, 111, 95, 80, 38, 27, 18, 94, 101, 99, 113, 87, 86, 85, 79, 70, 147, 161, 157, 156, 127, 15, 5, 9, 7, 34, 26, 42, 41]","[115, 111, 95, 80, 38, 27, 18, 94, 101, 99, 113, 87, 86, 85, 79, 70, 147, 161, 157, 156, 127, 15, 5, 9, 7, 34, 26, 42, 41]","[15, 11, 9, 5, 3, 12, 10, 7, 18, 23, 16, 1, 2, 4]",58.5
5,receipt_90005.txt,17552081,"[95, 80, 66, 53, 24, 65, 49, 64, 47, 61, 39, 161, 98, 93, 18, 131, 145, 156]","[95, 80, 66, 53, 24, 65, 49, 64, 47, 61, 39, 161, 98, 93, 18, 131, 145, 156]","[11, 9, 6, 5, 3, 23, 12, 16, 17]",45.6
6,receipt_90006.txt,11825630,"[147, 160, 81, 80, 48, 47, 39, 156, 92, 85, 102, 97, 96, 135, 122, 149, 29, 38, 35, 34, 20, 18, 17, 33, 4, 150, 30, 26, 81, 76]","[147, 160, 81, 80, 48, 47, 39, 156, 92, 85, 102, 97, 96, 135, 122, 149, 29, 38, 35, 34, 20, 18, 17, 33, 4, 150, 30, 26, 76]","[18, 23, 9, 5, 11, 12, 17, 15, 19, 3, 4, 1, 20, 8]",79.0
7,receipt_90007.txt,15965757,"[147, 159, 158, 156, 134, 114, 108, 102, 149, 17, 3, 1, 126, 48, 46, 131, 67]","[147, 159, 158, 156, 134, 114, 108, 102, 149, 17, 3, 1, 126, 48, 46, 131, 67]","[18, 23, 17, 15, 12, 19, 3, 1, 16, 5, 6]",35.1
8,receipt_90008.txt,17089069,"[81, 80, 38, 18, 37, 34, 93, 91, 86, 85, 110, 108, 106, 127, 101, 49, 47, 39, 162, 157, 125]","[81, 80, 38, 18, 37, 34, 93, 91, 86, 85, 110, 108, 106, 127, 101, 49, 47, 39, 162, 157, 125]","[9, 5, 3, 4, 11, 10, 15, 13, 16, 12, 23]",30.8
9,receipt_90009.txt,13595470,"[112, 84, 80, 53, 64, 46, 109, 128, 62, 38, 18, 79, 76, 75, 36, 147, 129, 121, 41, 39, 35, 102, 86, 99, 155, 34, 97, 154, 12]","[112, 84, 80, 53, 64, 46, 109, 128, 62, 38, 18, 79, 76, 75, 36, 147, 129, 121, 41, 39, 35, 102, 86, 99, 155, 34, 97, 154, 12]","[15, 9, 5, 6, 16, 3, 8, 4, 18, 12, 10, 23, 11, 2]",69.9
